Version,id
1.7.8,867771212
1.7.9,867811917
1.8.1,867929137
1.8.1,867929112
1.8.2,868208823
1.8.3,868381126
1.8.4,868618312
1.9.1,868714979
1.9.3,868775766
1.9.6,868977563
1.9.7,869164802
1.9.8,869359956
1.10.2,869690918
1.10.5,869918904
1.10.6,869995248
1.11.1,870233850
1.11.2,870447805
1.11.4,870466923
1.11.7,870683834
1.12.4,871197729
1.12.7,871466898
1.13.5,871547509
1.13.8,872000772
1.14.4,872334750
1.14.8,872378549
1.14.11,872556608
1.14.12,872622306
1.14.16,872766796
1.15.2,872963174
1.15.8,873381036
1.15.9,873458122
1.15.10,873468509
1.16.8,874211241
1.16.9,874451801
1.16.12,874552993
1.17.4,874945769
1.17.4,874945771
1.18.1,875533141
1.18.7,875849721
1.18.10,875994954
1.18.10,876094696
1.19.3,876387779
1.19.5,876510285
1.19.5,876411395
1.19.6,876761700
1.19.6,876753968
1.20.3,877077821
1.20.6,877147065
1.20.7,877147065
1.20.7,877330018
1.20.11,877330018
1.20.13,877330018
1.20.13,877401861
1.21.7,877401861
1.21.7,877951427
1.22.2,877951427
1.22.4,877951427
1.22.7,877951427
2.1.5,879481427
2.2.0,879504375
2.2.1,879821321
2.3.0,880024345
2.4.0,880469052
2.4.1,880901614
2.5.0,881092993
2.5.1,881193570
