Version,id
238.0,867446229
240.0,867617619
241.0,867945765
242.0,868027733
242.1,868160943
243.0,868273071
243.1,868361061
244.0,868453922
245.0,868632088
246.0,868825701
247.0,869004211
247.1,869074970
247.2,869102691
248.0,869163402
249.0,869245861
250.0,869498070
251.0,869662962
252.0,869832312
253.0,869988697
254.0,870302853
255.0,870463284
256.0,870628207
256.1,870737947
257.0,870741827
258.0,870963141
259.0,871135396
259.1,871186864
260.0,871304341
261.0,871524210
262.0,871679650
263.0,871841816
264.0,872014568
264.1,872164246
265.0,872167342
266.0,872332425
267.0,872516226
267.1,872638332
268.0,872703178
269.0,872892546
270.0,873070755
271.0,873256089
272.0,873437501
273.0,873626659
274.0,873795539
275.0,873913473
276.0,874147721
276.1,874192287
277.0,874314461
278.0,874483016
278.1,874538126
279.0,874658173
280.0,874850406
281.0,875036350
282.1,875122104
283.0,875394769
284.0,875578401
285.0,875769497
286.0,875954689
287.0,876112965
288.0,876333964
289.0,876523849
289.2,876655464
290.0,876724531
291.0,876910580
292.0,877107988
293.0,877297060
294.0,877496980
295.0,877695890
296.0,877887495
297.0,878081416
297.1,878145592
298.0,878279603
299.0,878478407
300.0,878662822
301.0,878843722
302.0,879245926
303.0,879409695
304.0,879598917
305.0,879790664
305.1,879951981
306.1,880053648
