Version,id
2.87,867333255
2.87.1,867886071
2.88,868154785
2.89,868726632
2.89.1,868907636
2.89.3,869308536
2.90.1,869849786
2.91,870296996
2.91.1,870409182
2.91.3,870573847
2.91.4,870704016
2.91.5,870768138
2.92,871041436
2.92.1,871070024
2.92.2,871303382
2.93,871651830
2.94,872143674
2.95,873039241
2.95.3,873557855
2.96,873968044
2.96.1,874219202
2.97,874654475
2.97.1,874676574
2.97.2,874937673
2.97.3,875087910
2.98,875199157
2.98.2,875734282
2.98.3,875921269
2.98.4,875980924
2.99,876262419
2.99.1,876485401
2.99.2,876681420
2.99.3,876876280
2.100,876977004
2.100.1,877227463
2.100.2,877292694
2.100.3,877457008
2.100.4,877625339
2.100.5,877855741
2.101,878077102
2.101.1,878242432
2.101.2,878343420
2.101.3,878601853
2.102.1,878776002
2.103.0,879033802
2.103.1,879214962
2.103.2,879305108
2.103.3,879381928
2.103.4,879468117
2.104,879682290
2.104.1,879877688
2.104.2,880283493
2.104.3,880390326
2.104.4,880459583
