Version,id
8.46.1,867662971
8.47,867759196
8.48,867921695
8.49,868105098
8.49.1,868156066
8.50.1,868267016
8.51,868420188
8.51.3,868505660
8.52,868619872
8.52.1,868689389
8.52.2,868785527
8.53,868813401
8.54,868965395
8.54.1,869016901
8.55,869128853
8.55.2,869274035
8.55.6,869336379
8.55.8,869365079
8.56,869371516
8.57,869675517
8.57.1,869737904
8.58,869820432
8.58.1,869898921
8.59,869957671
8.59.1,870028880
8.60,870112744
8.60.1,870213406
8.61,870270919
8.61.1,870366989
8.62,870429613
8.63,870597487
8.64,870765878
8.65,870927678
8.66,871099864
8.66.1,871210150
8.67,871274664
8.68,871438384
8.68.1,871521349
8.69,871626435
8.69.1,871735986
8.69.2,871798344
8.69.3,871859421
8.69.4,871938536
8.71,871995137
8.73,872970618
8.74,873032769
8.74.1,873122612
8.74.2,873184495
8.75,873218481
8.75.1,873329554
8.75.2,873396917
8.76,873430998
8.76.1,873553872
8.77,873602148
8.78,873761727
8.78.1,873876677
8.79,873936786
8.80,874115971
8.80.1,874251848
8.80.3,874277370
8.81,874296149
8.81.1,874342209
8.81.2,874364799
8.82,874427614
8.83,874622314
8.84,874810924
8.84.1,874964677
8.85,875022549
8.85.1,875112337
8.86,875206583
8.87,875357156
8.88,875548076
8.89,875731768
8.89.2,875853252
8.90,875918029
8.90.1,876008309
8.91,876124261
8.92,876295022
8.92.3,876449875
8.93,876480930
8.94,876604894
8.94.2,876840226
8.95,876890366
8.95.1,876996508
8.96,877066904
8.97,877146323
8.97.1,877282275
8.98,877452748
8.99,877656159
8.99.1,877687494
9.0,877847977
9.0.2,877970038
9.1,878061545
9.1.1,878163586
9.1.2,878204644
9.2,878238880
9.2.3,878338361
9.2.4,878401664
9.3,878436670
9.3.1,878472558
9.3.2,878799379
9.4,878839742
9.5,878986625
9.6,879180135
9.6.3,879304618
9.7,879366835
9.7.3,879405823
9.7.4,879485447
9.8,879558869
9.9,879739368
9.9.2,879871834
9.10,879942645
9.11,880148375
9.11.2,880274769
9.11.3,880335972
9.12,880369672
9.12.2,880421193
9.12.4,880450647
9.13,880555786
9.13.1,880729278
9.14,880788777
9.14.2,880911198
9.15,880951529
9.15.1,881033620
9.16,881198946
9.16.1,881242010
9.17,881284039
9.17.2,881358924
9.17.3,881447536
9.18,881535715
9.18.3,881749620
9.19,881772370
