Version,id
2.87,867498293
2.88,867498293
2.88,868328519
2.89,868328519
2.89.1,868328519
2.90,868328519
2.90,869771677
2.90.1,869771677
2.90.1,869849784
2.91,869771677
2.91,870375956
2.91.1,870375956
2.91.2,870375956
2.92,870375956
2.92.1,870375956
2.92.1,871277122
2.92.1,871128844
2.93,871277122
2.93,872012006
2.94,872012006
2.94,872485000
2.94.1,872485000
2.94.2,872485000
2.95,872485000
2.95,873047042
2.95.2,873047042
2.95.3,873047042
2.95.3,873619395
2.95.4,873047042
2.96,873047042
2.96,874057741
2.96.1,874057741
2.96.2,874057741
2.96.3,874057741
2.96.3,874476266
2.97,874057741
2.97.1,874057741
2.97.2,874057741
2.97.3,874057741
2.97.3,875265075
2.98,875265075
2.98,875388926
2.98.1,875265075
2.98.2,875265075
2.98.2,875924185
2.98.3,875924185
2.98.3,875949600
2.98.4,875924185
2.98.4,876111934
2.99,875924185
2.99.1,875924185
2.99.2,875924185
2.99.2,876813574
2.99.3,876813574
2.99.3,876908944
2.100,877103429
2.100.1,877292717
2.100.2,877420717
2.100.3,877625357
2.100.4,877881426
2.101,878076069
2.101.1,878274076
2.101.2,878471831
2.101.3,878578019
2.102.1,878838031
2.102.2,879050303
2.102.3,879179813
2.102.4,879340882
2.103,879592403
2.103.1,879785387
2.103.2,879983868
2.103.3,880186406
2.103.4,880390359
2.104,880618807
2.104.1,880788330
2.104.2,881164805
2.105,881360441
2.105.1,881586335
