Version,id
12.23.203,867424754
12.23.206,867645893
12.23.403,867714381
12.23.407,867962080
12.24.203,868136454
12.24.403,868318845
12.24.406,868578429
12.25.204,868888516
12.25.208,869288984
12.25.402,869318781
12.26.203,869782563
12.26.206,870127306
12.26.403,870251921
12.26.406,870414112
12.27.203,870550659
12.27.206,870819560
12.27.403,870908066
12.27.405,871254930
12.28.202,871385725
12.28.204,871547588
12.28.403,871625873
12.28.405,871873232
12.28.407,871971497
12.29.202,872276406
12.29.402,872552689
12.30.201,872829752
12.30.401,872979973
12.31.202,873197130
12.31.401,873347859
12.32.203,873536361
12.32.402,873753079
12.33.402,873891593
12.33.404,874408182
12.34.203,874454030
12.34.401,874614246
12.35.201,874917183
12.35.401,874983460
12.36.203,875311174
12.36.403,875458832
12.37.203,875676904
12.37.401,875840025
12.38.201,875897472
12.38.211,876086801
12.38.403,876242069
12.39.204,876375501
12.39.402,876662467
12.40.202,876786717
12.40.204,876947912
12.40.401,877116141
12.41.202,877243687
12.41.204,877367436
12.41.402,877431241
12.42.202,877701095
12.42.402,877798330
12.43.201,877957068
12.43.404,878286436
12.44.204,878454703
12.44.402,878912971
12.45.201,879104516
12.45.402,879286925
12.46.202,879475146
12.46.402,879664947
12.47.202,879859452
12.47.402,880067319
12.47.404,880143122
12.48.201,880261103
12.48.401,880368377
12.49.202,880712824
12.49.401,880933683
