Version,id
3.8.0,865382613
4.1.0,865443841
4.1.0,867671073
4.6.0,868069299
4.8.0,869561930
4.8.3,869886738
5.5.0,870133280
5.7.0,872335039
5.7.1,872688972
5.8.0,873352214
5.9.1,873441242
6.0.0,873958367
6.0.0,874004443
6.1.2,874140954
6.2.0,874649400
6.2.0,874291513
6.3.0,875065144
6.4.0,875559752
6.4.0,875551139
6.5.0,875743199
6.7.0,876459648
6.7.0,876624894
6.7.0,877017947
6.8.0,877017947
6.9.0,877017947
6.9.0,877379336
6.9.0,877680706
7.0.0,877680706
7.0.0,878146860
7.1.0,878146860
7.1.0,878181989
7.2.0,878181989
7.2.0,878517884
7.3.0,878517884
7.3.0,879100970
7.3.0,879196043
15.5.0,879472390
15.6.0,879821274
15.8.0,880222447
16.0.0,880666637
16.2.0,881068514
16.3.0,881242244
16.4.0,881406344
16.5.0,881619486
16.6.0,881837881
16.7.0,882176817
16.8.0,882286257
