Version,id
386.3,867668969
388.2,867772714
388.3,867853390
388.5,867994720
390.2,868106406
392.2,868568815
392.3,868663719
396.2,869158589
398.2,869492833
400.2,869830970
402.2,870140278
404.2,870461304
406.2,870959801
408.2,871676574
410.2,872010855
412.2,872329315
412.7,872478712
414.2,872702179
414.3,872795619
416.2,873066135
418.2,873433964
420.2,873791451
422.2,874144343
424.2,874478021
424.3,874603365
426.2,874845630
428.2,875209736
430.2,875574345
432.2,875949965
434.2,876329769
434.3,876521692
436.2,876716919
438.2,877291901
440.2,877690627
