Version,id
1.7.4,867585454
1.7.5,867940085
1.7.6,868259040
1.7.7,869008861
1.7.8,869119590
1.7.9,869267884
1.7.10,869696868
1.7.11,869892714
1.7.12,870129945
1.7.13,870420866
1.7.14,871198033
1.7.15,871470134
1.7.16,871800823
1.7.18,872624229
1.7.19,872814114
1.7.20,872938065
1.7.21,873236453
1.7.22,873521425
1.7.23,873614159
1.7.24,874240561
1.7.24,874240557
1.7.25,874778970
1.7.26,874863310
1.7.27,875600960
1.7.28,875708662
1.7.29,876040968
1.7.29,875708657
1.7.29,876733722
1.7.29,877274110
2.0.7,877417156
2.0.8,877417156
2.0.8,877806608
2.0.9,877806608
2.1.0,877806608
2.1.0,877959383
2.1.1,878301972
