Version,id
14.9,867669354
14.10,867842268
14.11,868253791
15.0,868541885
15.1,868772305
15.2,869424216
15.2.1,869488823
16.0,869747267
16.0.1,869774911
16.1,869935840
16.1.1,870037741
16.2,870274299
16.2.1,870287112
16.3,870325116
16.4,870874500
16.5,871250430
16.6.1,871896954
16.7,872100626
16.7.1,872385193
16.8,872486570
16.9,872788781
16.9.1,872877168
16.10,873218945
16.10.1,873454314
16.11,873614052
16.11.1,873673301
16.12,873887947
16.13,874385558
16.13.1,874430553
16.14,874726762
16.15,874982735
16.16,875456275
16.17,875787376
16.18,876093626
16.18.1,876134011
16.19,876427455
16.20,876961262
16.20.1,877034467
16.21,877208332
17.0,877430234
17.1,878130517
17.1.1,878273753
17.2,878547299
17.3,878722095
17.4,879197151
17.4.1,879305755
17.5,879556210
17.6,879864666
17.7,880255237
17.8.1,880701412
17.9,881268897
