Version,id
15.0,867600150
15.1,867867344
15.2,868167809
15.3,868552599
15.4,868807205
15.5,868893251
15.6,869142749
15.7,869397435
15.8,869722053
15.9,870096612
16.0,870328695
16.1,870613583
16.2,871003322
16.3,871053785
16.4,871507670
16.5,871705321
16.6,871817015
16.7,872395923
20.0,872579226
20.1,872676038
20.2,873383237
20.3,873658618
20.4,874038279
20.5,874098040
20.6,874214561
20.7,874263800
20.8,874338326
20.9,874541937
21.0,874828108
21.1,875163073
21.2,875719395
21.3,876027188
21.5,876103927
21.6,876252068
21.7,876313845
21.8,876369797
21.9,877029810
22.0,877339564
22.1,877746671
22.2,878322513
22.3,878499020
22.4,878789532
22.5,878982145
