Version,id
7.16.60,867533225
7.16.70,867703584
7.16.72,867758480
7.16.80,867881011
7.16.90,868084292
7.17.10,868197389
7.17.20,868379129
7.17.30,868549698
7.17.40,868743963
7.17.50,868919603
7.17.70,869262351
7.17.80,869586741
7.17.90,869777729
7.18.10,869912395
7.18.20,870065476
7.18.30,870230165
7.18.40,870392357
7.18.50,870552569
7.18.60,870717504
7.18.80,871062179
7.19.20,871508329
7.19.30,871603345
7.19.40,871772957
7.19.50,871969095
7.19.60,872364322
7.19.70,872456211
7.19.80,872780831
7.19.90,872992483
7.20.10,873168990
7.20.20,873361848
7.20.30,873549565
7.20.40,873723770
7.20.60,874074329
7.20.61,874212037
7.20.70,874241146
7.20.71,874302763
7.20.80,874376831
7.20.90,874793561
7.21.10,874946726
7.21.20,875123761
7.21.30,875350827
7.21.31,875381146
7.21.40,875484540
7.21.50,875550912
7.21.60,875715802
7.21.70,876085937
7.21.80,876253282
7.21.90,876412377
7.22.10,876628905
7.22.20,876824769
7.22.30,877012345
7.22.40,877209772
7.22.50,877430708
7.22.60,877582060
7.22.70,877760228
7.22.80,877992841
7.22.90,878187545
7.23.10,878380545
7.23.20,878456613
7.23.30,878940455
7.23.40,879140971
7.23.50,879316841
7.23.60,879508876
7.23.70,879671510
7.23.80,879891086
7.23.90,880062812
7.24.10,880128150
7.24.20,880510024
7.24.30,880757513
7.24.40,880929534
7.24.50,881085528
7.24.60,881477073
