Version,id
10.42.0,867710799
10.42.5,867816401
10.43.0,868066148
10.44.0,868384260
10.44.5,868582176
10.44.6,868720168
10.44.10,868949174
11.0.0,869236501
11.0.5,869304576
11.0.10,869618146
11.0.11,869666851
11.1.0,869886552
11.1.1,869973792
11.1.2,870121124
11.2.0,870204097
11.2.5,870340119
11.3.0,870531653
11.3.5,870729231
11.4.0,870857852
11.4.1,870950943
11.5.0,871197285
11.5.5,871333290
11.6.0,871408613
11.6.1,871494281
11.7.0,871743498
11.7.3,871880742
11.7.4,871990345
11.7.6,872252171
11.8.0,872289796
11.8.1,872335764
11.8.5,872553263
11.8.10,872875465
11.9.0,873333220
11.10.0,873354420
11.10.1,873856144
11.11.0,874076620
11.11.5,874181997
11.11.6,874417765
11.11.10,874584828
11.11.12,874641422
11.12.0,874897998
11.12.5,875108152
11.13.0,875284010
11.13.2,875309841
11.13.5,875437641
